customer_unique_id,predicted_avg_order_value
053b7090271ed4dacbfe0afd6382bbab,835.33936
053f7850c3ffd9726cff61c7e42af797,604.90344
05669445931c028d97b7c0637b5a2359,791.7157
059d1f5650f05d9fed9a6d941593f9b4,847.7364
059e7585d8fcd2430a33375bdbcbb990,675.7907
05e52c1f96f8b83dd66dcdce679ff58d,833.45197
05edb10f73fe7d03959ff26540913b3a,740.6484
05ef855308303397f1427f29470bb6ab,842.5888
060f9ea0a180843fb91d4923b6d01bea,835.33936
0621c2a5979d3e887ae519620cbe2926,680.9151
065938485846aa5adc196cb536de42e0,789.96295
065dcef61d5f66b30d2ee51b5343d023,835.33936
0697142614905a50813d854fa08b8eaf,618.2808
06a52782a04f0086d16b9c22d0e29438,661.6714
06d26e5230ac619719997a8cf435a69b,658.659
070acf4df1234a6257809e4e79644481,702.8228
0710e0c85fe7cb494d624e0863782e46,668.9775
071bb277b0146da77fac31e70657815e,853.3353
071fb07419a29c8ba143831082e0320a,820.0266
07342638d0e0aad32c3cf0efc1a37ba5,670.86115
0751ebe1c05ef7a632934adae06c6d4a,715.14014
075c38f7a650b0dc822712c7a58e93d4,835.80963
076b7055bea51da430d6a6fa054e5075,628.1431
078f7e669cebf2fb640d0ad0dabb3068,835.80963
07abcea6f64399366559afee336a7fd2,717.0896
07b1b60bca2b6326fa2adb259ea4a55f,849.9559
07b28cf1d8515d08ccca505e273fffaf,678.7452
07bd3d18ecba2420a8934b34a26f157a,819.8724
07df27b714016cb827c99ec2ecd5ebfb,845.82104
07f61caa1c9e850c14e94854cec87545,707.5597
07f765655f560c8624267665ce23675a,732.9432
07ff81a9676efa0286ddd3f09e7c0063,686.29095
0802a1a217680f13264a70ddb7220823,504.76822
0807baeeeaa1309effbd9a9dee41ab17,835.33936
083ca1aa470c280236380973a48f77c6,853.3353
083ce299ea3fc1eba79bd0b17f64555b,721.0361
084be429c23e342acf5084ac6156d22e,717.92487
0895c61a77b305efdfad13596c749c60,730.33594
089bc915af34d9041b3a88a1aa84292b,854.42535
08a374bca4063116d5530a7b04ecaf3f,850.8986
08b57f87bc889756ca453bf8106d48ce,686.3929
08c07c761592a71b85136aa4fe76a6f4,842.5888
08d8ad84b0088cbeae77da4ff3817479,695.22235
08e5b38d7948d37fbb2a59fc5e175ab1,612.6332
08f7cf00ed9ff3e0a08fc136ec272974,599.9558
08fb46d35bb3ab4037202c23592d1259,715.14014
0937f85b7a96b6ad600405e9bf94255b,681.4899
0942eedfe0e865b2a80419a14672286f,672.51245
096e351116755fe4c3c1e48eaf301a41,302.4764
0981a271500799427cdf345e9121e20b,840.68506
09831ff6ab667f42521bcd4c22dc755c,851.50977
0994750c9c22a140010ed86aad2d044b,853.3353
099fad9e8f7dfbd0412c300bcc697e0b,737.7848
09ab36a420b5c87c5c9772bdb494f2e3,666.80096
09baec50afccbb414f24bf8e0bc7c020,682.44934
09bc7afc3e8d8dccaffd0b16944a91fe,684.03766
09cd73b13f103e47ce13675b4a4b36f3,690.3256
09d74edf20acb4f9523fb1cf19a18456,670.86115
09d7c538023c2c4fb0553c831c12f084,849.28625
0a1f83858e65e141609fca9ea70a495a,853.3353
0a5df23b922b9998bb7378f1ac03c98a,685.8696
0a609db8d244100909a15d65eadf8539,775.06616
0a61b571f594b6919601bcf3380da7f7,744.6184
0aa1ab39ff2b837c05d7c9ff85b6d983,715.54834
0aadc1d26d1c8b88a52c39a533ccea93,750.68176
0abee71cd257861a0944e2a81cea4a50,713.47974
0ac10a57d07e3d38b11f66283c44672b,1115.8555
0ac4a9460c1baf3051ffec5c9021a499,681.7578
0ad1d79346c3b98b517348ecbbadfbc6,711.0317
0ad7cb4f48f2a2cf5080e3c19c7cf98c,853.81573
0af334fc660bfc9c75109752cc8271d7,865.4433
0b18593e033697810a62a987e77f4b8c,668.5789
0b3cf8a9362deaf8b870d49ae61f3ca1,761.9196
0b3dc7efaafb0cf78a4796d42fa8d74c,832.03107
0b402d6dd50694a118c642448e2cb086,843.2709
0b51518c7deffd54b13b007c9f91c3f0,851.50977
0b6d4f036c07e10854affe43fc4e718c,764.70953
0b8ed32525608a907c7331b613b5b67e,719.53516
0bc9c245cd69735af23eefdd89d74e7e,719.5173
0bdb6ad22574bad5202df1e92a9aa403,702.26996
0be7af6c16fbca7eff244788f89146a3,854.84845
0bf1278577a2acf8532a031d98cd517c,853.3353
0c10e674d1504f959a7f2e504148c296,668.5789
0c1201c04330536234aaa49b396745d4,744.6184
0c32aa09e8eced3ea26c2a013b7b75e9,715.14014
0c4c416f1f9844e6805b074f8f96f52c,715.0664
0c8286526be3a0fc8f50b7267db95035,852.96387
0c8ac932c65f67489929f9164a86606d,853.3353
0c9abfaffa0ae7587cebfdf0d680e3b7,154.15987
0cbcf91ef2dd6dfcce9ee63c8772dc97,727.8527
0cc2ee1112a11a1094eff52fa2e87150,842.5888
0ceb502fc33a2ad327b08288c5310e2e,541.4621
0cf46588cd3f5a23002166b5a1945820,835.33936
0cfd915db480acd7d9a954409cabfb1c,728.68555
0d153268371aa25450d4117ff070277e,703.34424
0d4644eff058d75937ca1eec574bf87d,838.174
0d51e04ae0b1d341e4f49812d1f4fbe2,693.5876
0d52f8cd8892f109a15803df169113b6,670.86115
0d57344e9e4e9d16dc699cb417e50cb0,536.0634
0d7241c7fb49c1be6e75c9fe99e0822c,674.7952
0d997d092f93b5c58d0f9b4bd0643d16,730.33594
0dc81b520ef7db9cb44bb075e129dcf8,666.2939
0dd933d1e0253343083013791bf5d5e9,1157.113
0ddba04798f1c085d0ca93af0e91f6c1,737.72705
0df55f5accedda71bda8f4c7f590951f,728.68555
0e06af8004ffd01a3461e768f9f659aa,702.25555
0e37a80826485260170d428b06df0ab6,764.22626
0e381ce773b382849206115413009851,628.0439
0e3c753956e35026b965d9ac3590c5af,647.6589
0e4cb268bd62da7db135af6349b4fc2a,640.11
0e4d012fac3d20c033e0284fb6d2ea6a,492.4642
0e730550dfc5d7f1cea73484bb2e0249,626.01794
0e78a1b66adee5bb3a6f014714f79cf4,711.0317
0e850ed5adc4abe0346435eda5b1a626,663.188
0ea353565cdde00e1d8352a08290a352,695.2164
0ecc403ec5d6ce000fd84f00cd5efb0a,672.51245
0ecf7f65b5ff3b9e61b637e59f495e0a,833.45197
0ee1969ea903c6be704958e2300068b2,668.9775
0ee57f62666561b72f2ceacad0230cbf,603.4234
0ef7b906320b21fe4d39f99496aaa2d8,839.7689
0efd5025e6544ef110881866b945d0cc,666.2939
0f0b49d45120fcb28bda56e94bc85673,733.57794
0f0e48a91c9c285404572b095bcb373c,715.14014
0f10d99ee99ca3d0489f2f2169b41ec3,846.6096
0f187f58097c5431d5244e1fe1383884,720.63025
0f1bd80ed58b9d0f45dca1bb396d8ac9,613.5122
0f26a77f8de836d7c44b4694e0fa3ea4,710.1413
0f38a44168ec569a3f783ebf98d79095,787.4081
0f5ac8d5c31de21d2f25e24be15bbffb,742.9358
0f6371fc9c2e78818a6e7aa33022a506,747.14557
0f64cafdb3e1e4806c99ff165305e27f,687.99036
0f9349a9da479b7e02c4cb4a0c73fb47,730.33594
0fd39b61ec94864f92e18e5d7144bc6c,854.84845
0fd475edfa0b61c59ecde6f89c21dedb,621.0682
0ffc908947e1f0c9f17647058b9a58c2,674.8188
100f480d33281b45b97c07395968e56c,669.37756
1015173479527a15ccb63606a74f404e,856.23096
10351fa9e690ca750568e3c19978d69e,715.14014
1041688b50cfd8ef6df6086a1746a30c,666.7599
10867a902e32dd54061b2cda9c55b0b6,849.39246
10a4b9f45f67e6bc9ca4032b9203272c,744.6184
10b442e762ba8a5ad22de5ba2207e5f1,626.01794
10b58cbd6607267fd41812614367439e,741.65735
10bf8afdd66da75c386fbacf04c85710,712.33185
10d5890ed5e7ec78a7db23b5ac579b17,752.4843
110991b379efbcebb0d35cbd20bf9698,672.9147
1118a7bb7ba893f10740e22a23aa5bd9,845.92285
1118bbd6c82a824ebc677b12e525864f,779.1489
11395124061744bf276aefd8073f3105,724.29456
115030e27b9970683ad81cb05679157c,615.80646
1175e95fb47ddff9de6b2b06188f7e0d,131.33775
118be57d1b7de439453a0c6625ad7934,851.40735
1197ba886110324a1519fff17dd8d1d2,931.73083
11b47516f8f6a42105b9807903ede333,853.3353
11e95918d6816403858e8314a3503f4c,626.01794
11ebea68a1046fa3268cb278df2c4f31,770.6992
120a6e1875940fe48a44d6cf30706230,851.40735
121b5a0ae9d09a2ca5e8090fd2a00a58,687.99036
1225c9614c5129a3085416d30d50e143,744.6184
12328d63390726821fdcd8e8b77f10b5,856.23096
124bc956b56b1523d2a75b29a856085d,856.23096
124ef8d5acc80858c69d34e3e08b572d,695.40466
125740359669fa63858476105a5d523d,163.86624
1291474366a550ebc251d9187e763d62,668.5789
12ab9334b1240d6d037f2b0102a49571,686.0436
12b62a8d3c4911b9a80b935037842fc0,728.49176
12c54f6dfd4b723a6c76c4c989494422,721.4015
12c9171ee18219cbf18fcfbc33e0c064,662.79156
12d8b5ed661190a3a08183644dfc504d,851.40735
12f5d6e1cbf93dafd9dcc19095df0b3d,650.4579
130f4a32887cc549621b3c6cf36bf77e,830.1512
131b8a51429529f4e57e8faa1b87ff4f,664.7353
133e20311ec257bda38f1798250d38c5,715.4964
13473af264dea0facd893d6516900b22,579.3937
13607978e0686d841deb64954c023495,832.03107
13613cae6e3bfea8327a916246c96cc9,665.80945
1372bab98f9966bcd4a6fa3e6df6dde8,716.4479
1373e04979cfa0fb2092909abbd57f25,835.7662
139093b1c6e7e3108ac0469ce43bfb99,742.9358
13abc50b97af7425b5066e405d7cd760,614.728
13ac6da47fef1b17b16f511e03b57918,632.5212
13aec51202205c662b24202760e93a92,852.64716
13bf0b4120921402dff563cda4383ff6,666.20764
1412559410af5e92c35e053fd6acd006,737.6555
142575266950512b56af193f3962270a,767.37585
142dc6250eac579893595d9889411834,296.35757
1450ca0539e1e64a77c08ba841c8be94,603.4234
1477c54a1abe3610e3e9ab411801cecb,672.9147
14843983d4a159080f6afe4b7f346e7c,862.1913
149c19901ddcd1057deaabc003004a12,732.7783
14a188558af6cd5bc222ca773d395a7f,838.174
14d46ad43ae7e3cd6944258b9840373b,724.2704
1500da334da019c68fda219f942ba38a,614.728
1501fb94311512e6b98462d159e05a23,692.8689
1506abf10c09a2872e24d79f33e4eb12,803.8759
151e9edb34867eaece4d6e7ae188f261,732.88855
155af62b6c947689a67af5c16acd5c55,668.5556
156283b6ca35ef976a0265903145fd5e,296.35757
1581a918a58a11d99c69f86d9c0d2098,931.73083
158ff08f9b1aeebfa96820580f3877a6,670.86115
1590457b4be348b165ff7030a6f94dce,597.4077
159306b86e782097be9a4e29e3d294d3,777.38837
15a38a0c1bf789e06ec42d24e485e794,532.94226
15a52a044cbf18c87283f8c460ad5ccf,843.10785
15eb6c5aa4aa23cbdb42e119220d23ec,787.3043
1605a6c5d93d3488fb621c5323930795,710.1413
161b2eb506dd664bb5d23dc701a14b59,726.2818
1647c6dc2941bd075dc5dd3448807bed,742.0867
164ba50c15bd1157975375a75bbde58e,667.245
1650819cd492bbf4b9d189c7d4126475,664.65784
165d93a9d1da194b47da42c9cf810ebd,742.9358
16a23480d3c92eb40e134844d52aa63e,853.3353
16a909e83380bb2ae4676ca69ac30886,851.40735
16bd767d18bf82bb09fc51520f7ea5ab,666.6924
16c8e42089546fde55ed3caa46478e7a,851.40735
1741b0bef7ccbc530ba7287000d5f49f,690.3256
175b8225bdd99e95a64e07a6c06e8746,732.81476
176df29483e4fb6ce1d6dd1c824ad72d,296.08813
1772c0fbee58b154da028487de51b74c,833.45197
1772d62f5099be6942fbb3d3e881cc7c,836.82935
177c725937ae5f96171bb8b43f196dfa,724.29456
178a58ded2b9be43b90300e0e0e8e66c,742.0867
179f496c6c02a7640d09f0843452e0fc,666.20764
17a2d93cb1aab45e3d21d5eba7daaed2,670.86115
17c7da60a0690728119612a54035452d,742.9358
17dcb8c62667824b3e3755a5b680ebc6,672.51245
17e873c00e3fef97c9f1347c6681bd1a,672.9147
1803287d1e7138aec6ea9d3c963ed87d,672.9147
18186af785c301b05127a291eac901e1,853.81573
182053495bc94c2f41090ce8c41be266,669.84607
186638bdb0f600c9bf2bd60e4b14537c,686.3929
186e4b97d2704e8b76235b8d7c5d38ab,730.74725
18753de7f8b65856d23473280e71ceb2,730.74725
18a65d67bb184e736656cc017f09f7b8,280.9851
18bc87094128bbfe943cf88adcf72059,626.01794
18d61a27f478cd6201df948578f814f9,601.33026
18e1192f2a6be73c4365dbc29eb7a6f7,666.6924
18e3d276253780b44b5b7bf83f6785ec,1188.9136
18f17efd50fd7e9595cc1a40205c937c,1324.5033
1912afd96bbe171633bb73727487ef85,831.37555
191525912e1a31a97bf8b481ce852f75,662.5324
191e0f453bea7f50ce1fcd514af38835,1235.9486
194be31520cde5c527bad17720119e85,833.45636
194f1bab01e4e36f4255603e9a427b89,741.669
19506c32fa96c6fa4505b4e3ad453b7b,684.03766
198ba72088fecd3caeaf2dca0addcfb9,742.9358
19be5923f7d998e76b9f3b1eb87c32af,561.26544
19bedfc18c92d4e7eb6ba318a6c2033c,829.85834
19c60787f1a478ec7345d03bc4298398,716.13696
19cb65cc7310ae4eef4f15bb70539d01,732.81476
19da55454167240f3a4a39430007d074,817.5155
19de4cc79e2c2986e70b155b7631f61c,711.0317
19f19354cf9524cc834a5036ff79925c,744.6184
19f735a9a58a187253055f9d4bcc2bb6,803.8759
19f8fcd23ed70e29220a6a2f13ecd911,1325.2488
1a13743254d9c8e6360106295947932f,722.65784
1a15eecd72a08e1134ba406c7a7998e6,664.6017
1a24445f0e6006e4336ecba4ba576e4b,841.20294
1a27a558aac4c4bfe3642b8c9bffcf4f,672.9147
1a281fe9f53ee457dacd2c9e8ccf861f,851.40735
1a29e9f39d667f12684910a8edc4b56c,851.40735
1a2ede4e787ad199c46719ecb02d81ea,671.22235
1a328a664417dc7cbff0ed7df49f5a3d,835.33936
1a68c22c23a52a35f499dbd3c5a020a6,851.40735
1ac4011bec2c0d9ce8eceb56bb1142c7,735.2798
1ae30e98d81bdf991fa25b52b8142308,745.0377
1af3dcbc89998031651925e3994eab18,715.14014
1b270bd97f6e1d9af2d5d06f0d4a80e8,844.49884
1b2db8ab2d8e7b84b5455736fc9713f2,647.6589
1b5720c7b0ee7183c2eafe3dba65111b,834.9757
1b6c7548a2a1f9037c1fd3ddfed95f33,621.0682
1b6e96ed99cb8d135efe220d761bbd67,163.3779
1b765716e166ca699d20c4adc8bb0f7c,848.0355
1b7733821d1e0ec8907bbb441271f80b,865.4433
1b7b7f9631cd453251d0b328c9b38a2a,851.40735
1b95e3fe033836c787689ae4b9516aa3,735.2394
1b9d0a0c0fd5211ae01a554419120554,689.0152
1bbf6de8bbe287cb474e57d437d72969,666.6924
1bcbeccb2851888f299cf9a5dba8553d,820.0266
1c4531b533d17f3b316de441268e513c,686.3929
1c553721323d2cf153d114724b92118e,596.4153
1c628081cb579ed6035b9aa8614e69f4,622.4208
1c98969880c8c7c522bc4677dfce9384,835.80963
1ca845c3b11ba93c4ac5182ab9c1197e,129.24045
1cbda36ee89944baa7a738ddbdc4679a,821.97784
1cc48564488184883cc7923b82c7b3f9,700.18787
1ce1097b476f97ea37d805251c5c74ba,820.0266
1ce879e096d3c38f230acdab7165332e,835.33936
1d0be6ff723818bb810023b236405017,740.0803
1d2435aa3b858d45c707c9fc25e18779,178.71031
1d39a7704cfb79b7cd820bc83e3de161,294.01874
1d627d8a6e1e33ea8eeeb7a17d998660,666.20764
1d72aaec15863f7532b2dbf4a5c4247d,851.40735
1d7e8be24bca64576da891970638bfe3,833.55225
1d95a47c2206919e1de2f8ff91065d20,601.8331
1da09dd64e235e7c2f29a4faff33535c,614.2942
1dcb4c54d17855c39899eb445551501c,833.45197
1e05761e47e6a4968ac2ee128b0d42a4,835.33936
1e0926e360000226b237bf277aec3380,833.45197
1e433d2aca7584032f8f56d51643e605,830.1512
1e6dc17adde78e52b6fa5e634f4454e0,622.4208
1ed1f7f1679bee0089061c9db1bd783a,672.51245
1f2c5059dad2c277b3b338163b49ca73,832.03107
1f90117a847636892e3c5bf569f2ac68,842.22205
1f9756abd497b76eeccb492bfe91df35,738.20026
1f98d2384ff7a372e6a2d3bb75cbcd54,688.1435
1f98e3467d2b48dfb44fc12b137d3447,777.2069
1fbd81e4d0a0cf9125ca038b43533b7f,647.6589
1fe11e8f0fa5bea7416ec09d6e8d2b4d,473.53592
1fea3244d38e951f0196b2728aee3bdf,853.3353
20001d07954025179c613496803181a6,851.6728
2004ba7732339d9be65f2236d8887ae4,711.0317
200d8b1f16d0cc9600022fdc99987a7f,856.79974
20282afdbe6cf22d5f5a956d8b5a3f78,634.69934
2028c90d6c4523ae70a285c44010258a,672.9147
204efc7a771f1a33fd28465082171f5b,717.04095
204fa49efb5913a76287284d6e096f69,303.31763
206b04b38a5dc8404458ec16edeca606,706.5671
208ed8bf578938c97d49b3429358a424,790.8075
208fe9aa6033a77419f8f503b7698e03,687.99036
209e5691e2cda59cd71e45417d7f95a2,668.0695
20ae758fb6688386d9d1540f63d380e0,682.57776
211aaecea827d378c879c2b2f667c89d,854.8954
212de5904c4fe864c3a66f26d3043d97,790.23645
213b36024bb0b8261de0ffbd652ebc34,838.174
21421ba1bd92005a3b48e6a745e9b8bb,646.52374
21559d7ff0ebff720e5e160184338fed,836.8665
21560f93adbd9ada040a40909ac8619d,742.9358
216ab90e27f18940cfac8f9f02fb4239,605.472
216fd197a786370ce9601ee2f6b5a31a,676.2262
217394922e43c19740ea4464e63ca8e0,706.5647
21a2d9dc71459dbd3dad219cb9681964,835.33936
21bde4e982c4681021edabb899bcebfe,728.68555
21c3cb2e65b7575d9e079f7be7987d3c,737.7887
21c8aa0cb27943cbf33d75985e28da67,852.8401
21d3f0a4bf0cccf65dcfe93b8325d250,672.9147
21de770aa4f3a60388b97b416ad38343,684.03766
21effa61d72771ba8315ab56ce7fb7ac,646.16815
220bcdd6ae284ed1a273d99003fa8a0e,744.6184
221ae88140600106a982acb69a0add50,851.40735
221d59abddcd719f3ec72c50078b9e31,833.45197
2271b98c96ef2dbe4241cbbde7c8c12b,851.40735
2280ecb8db2591c39d1c7d3e9caa115c,741.669
22ac8971f405f9520b3e7cf37e042ee7,663.8119
22c8d7801061f27eff57f37ac4ef10e1,712.8368
22f6af8201369f9eb96592db3142b9c2,692.1189
230b7f6050862e4d39911debaa3088ef,690.3256
231d36f5c4b238c26f449ffd98c79180,310.121
232007f7d8c26eb8d7daaacb46501783,685.97314
23339103d82a054f9729b0554ce22e8c,689.0152
233c8f191c45cef30af148a82ac70020,826.83344
23539ab2fa3d6e255f96114be5d2dbd3,637.3402
23ae1bfb4297222c1b522172809a7ca1,731.03064
23b2d37ef78f3c8dcb31f5eefc30190a,603.4234
23dc3a062c6c097bcb3940a909e7730f,646.5546
24072811917876a84c81166f96aed0c1,585.2078
240f980f7c03e873c538e86792646919,131.09654
2410195f6521688005612363835a2671,631.3728
24115a0c9fc9115c586e54fd5f42e8d1,851.40735
24259224caf748993c177ebf964c2e6e,853.81573
24391449252cf6db04ce271b2a208d83,838.174
243b99bd9ed8a3f460e7289d0a8df291,489.41125
246ef4748f64c4e716b4356d570967a1,823.19684
247e0dcd20596bee51bd2b07f633fa04,833.45197
24cad6db9c734bd4f0edc6a314735880,857.7963
24d27f115e367d9129a0e7a7a5d36866,672.51245
24d9e83fe11e4390b69e1afb2b93f5ee,715.14014
24fb2954f8c6cdb4b900ed8db6dc88e2,199.98175
24fc2d6f4c3339820a1a3746a125f8c5,851.40735
2516f43838c4892e066fec28143efa64,672.9147
251e658613a224723f8a077946183b20,662.29956
25314849bf706df0e00da89ccff9bdc3,685.8785
255ac312f5ceb97163ec60f0db2eee11,838.174
256b3e7a939dddf3e40608cac69e88c7,674.8188
2571f41727577645737ff6b834e9043b,619.07477
257a0a891aa05c945617ad8f097645bd,835.80963
2587f2fbf466ff9e409952f2feba0005,541.4621
25a1ad8a564d758f233c587cc657aa4b,668.5556
25a560b9a6006157838aab1bdbd68624,628.1431
25bd804c580bc1ee0c93d073fae09a84,691.0945
25c88b7eff936d6a6fed64142b760035,824.81915
25cac425f64ae1b78c60c2afae3ec384,309.70114
25f24493ded5ebebc26a69b5db344e35,706.0615
25f3cf83109f636d52d288fa4e797111,271.57166
2642f11f7c5588a63213b5e67e8ad0a7,672.5728
26a6e3e036636ef1d5636f98b66094cc,680.44543
26a9b95058d46f1e6a685688355a1cdb,841.20294
26ca20ff263502c115769540069e351f,681.18964
26d1b63e9b8478f84f87188c4877049e,853.3353
26e025af2347c3968f6a578f853a9da2,852.8401
26f06401a5374fd3d26b6eed06af675f,823.02747
2708339a3f5355f56983737d54fbce59,858.6223
270c0ad2a232e4a10be51000bc69eb03,672.51245
271d3cdd872021b1b6669ad93e8b856b,809.3408
27259fad9054fce994a70f1d117bc402,752.4006
272f0ffe236b0bf765e14f5a2b577a6b,710.8117
27517ed34c0406fe07b3a806e33cbc10,666.6924
2767f1bba0529fe3f48378c05ea40f0f,833.45197
27d59fe7ff2ed894f826fd4a7e5466ea,639.4857
27e86d2ae0db33b8d242c9251067d97e,833.45197
27eecff5a6338f7c36c78ad05eacc575,702.67786
280c34dc057ff9f3cd17360673d4b87c,750.68176
281e1e72207e518c29b249a1361a775d,833.55225
282d49fddab8e95a8673a2a90072cf5c,715.54834
282dc4abbf2759fb9bb77217f5cd6c4c,853.81573
286d8f01f94a8061cef05c7c49efd8a9,854.84845
2878289928927b75d078057c8d91405f,826.83344
28989ef45087c96e5a4346e88216c2ba,726.75287
289dcfbdf9ce2f94565a76800eb71157,742.9358
28ad66c8baf13c85d2a936d0b06e73f6,852.96387
28aea3e12549a3611bbd8d4e3310e4fa,832.45624
28c7e3fb75d7ce1e496dc539443b71da,713.47974
28cfa4471fab15695744e57ce3036694,732.81476
28da99e178f274876e3052c1740c6c87,700.4226
28dd1607a5e16ed5458919c2afca6476,847.7364
291d020953194db1b8578ff8d9959c62,791.14136
2947c03745112e23dced5a2ab3f8c568,851.3447
294e0922aa06792eea5094656727c0bd,672.9147
295c05e81917928d76245e842748184d,722.65784
297ec5afd18366f5ba27520cc4954151,744.95337
298c3e1a698283a45f1c94df3942bb3b,668.5556
29d72fba272ad06ed0b2ac6351da042f,163.65356
29f8e372b3b1d42ad2e00a0b976bfc34,832.03107
2a17d0a71f5910d7207819f9ca9ec12b,699.89435
2a34af7c4b1b83d78b14cf6b9c32c3b9,744.6184
2a36404701b15c414647a2ec2102baba,715.14014
2a3d4df1de5c9feee497328298916d41,674.7952
2a3f4536e732a04cfad59b6e50c2e925,672.51245
2a532e879c1278727d9d7001890cd333,670.86115
2a7f837de6a1999e457b8e3c5619156f,838.174
2aba7239448982a76a0a79666419e3a3,851.40735
2ac4312997e09e6770fd4c3d52adf77a,1166.9807
2ac6f6d09c75bb721defa2eb7a4f52a1,671.22235
2ae3c67452283d5a0d30b32e0d33296e,672.9147
2ae6a57dcdd2f1424598fc480cbf698a,835.80963
2b0d2a4ffe3906cd18019c2463cfeee9,163.3779
2b100d3737ff053e5003640064ee6ad8,687.99036
2b161eaf4956b131691842e87b3c39c7,682.57776
2b174670dbec666bbc68b6e2a4062740,772.44464
2b19910e856b2ba3e7257e63a093a3df,742.9358
2b4871f788b44ee004ec2c7fc7cd420b,665.88293
2b4efa2bb0d9e62ee5e197cacd93c0d6,856.23096
2b5c14b7e1a3d88ff7e0c46e15851f5f,777.1932
2b5ffb4c42d26e466ad575ecce365aa2,683.826
2b6ce149982204423f4efac29701255a,820.0266
2b775b75afa0be08220fb73a7e68df3b,819.6963
2b952792a20f6076f6e7a9c6a27ade02,744.6184
2b9bd15bf8e54b231c518790c55e5f92,839.2519
2bd9d2f3cc5d99b1b3d9ff5acd81bd5e,851.40735
2be5dce8b491a7bc6a65d6e91bf49812,839.2519
2c14db46aee6245ff5a01f7f69544f73,702.8228
2c3ed77b92cba1f5622b5ccaa1792b8b,865.93054
2c45ab66a3dae52960147e76a35740ff,833.45197
2c6a91479a7dc00d8c9d650d8dee88ca,715.0811
2c961ee955abb3ac9a80babd54ed4156,672.9147
2ca8ef8560c5cd0f9ddb65d1b1b51380,856.23096
2ccc5d0620e07e3b54b83848c31a08fa,574.899
2cf396c9e24e7627ff042cccb209b9e6,695.64044
2cff422ea56f68a1e1bdce4371b88d66,682.57776
2d0aa39055b967248bf551e220b55f59,831.6689
2d14556024f4bbe01f147576097c42fe,702.25555
2d49eaf79111ff286fe657aadbed5a28,853.3353
2d5e5796e7901464c00407e69739c6db,724.2704
2d7a88002fb4c6073fbef4f59707a0e0,855.3767
2d7c6bd64b139f0f40968dd19c629532,735.2394
2dacd79aa5d1a86240b37b6c588de551,536.1328
2dc7f51f05ba1b1a92608e45e55d1fe1,787.3043
2dcbfb99d95c7ba6eb992a98627f45b8,855.0591
2dd7f52683f631651a5d94056935e1e1,295.87628
2ddaeeb8948d70423c3326843412fccf,636.1767
2ddc001b620bd90d0f4378cfde1db887,672.51245
2ddd50b61ee4a82b40033feecac1f863,616.1748
2e08911037fe7ec67377711eee1fdbf3,629.4552
2e0a2166aa23da2472c6a60c4af6f7a6,532.94226
2e366b0c6451864364bab2e7917ca1bb,676.50946
2e43e031f10de28e557c35ef668f9396,672.9147
